Unnamed: 0,level_0,index,submission_id,need_state,sub_cluster_init,macro_pillar,created_at,open_text,l1,l2,ontology_codes,tm_needs,needs_from_ontology,needs,location_name,weights,needs list,mood_coded,where_are_you_having_your_food_drink,activities_while_consuming,created_at_grouped,level1_ontology_from_pepsi_bev_3_1,level3_ontology_from_pepsi_bev_3_1,SB_needstates,global_subcluster_number,global_subcluster_name
44,44,44,15327516,Fuel,3.0,Fuel,2021-01-01 10:00:07.173,"[""To wake me up""]","[""feel like a wake up""]","[""wake me up""]","[""To boost energy""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]",UK,0.2274731831303388,['Gives me a boost / energy'],"[""Bored"", ""Neutral / fine""]",At my home,"[""Checking emails"", ""On my laptop / phone""]",9am-12pm,"[""Hot beverages""]","[""White tea""]",Revive,7,Perk Up
45,45,45,15327652,Health,5.0,Health,2021-01-01 12:40:45.934,"[""I like tea in the morning"", ""I like tea in the morning""]","[""tea is"", ""usually have it for breakfast""]","[""tea"", ""usually for breakfast""]","[""It's my habit / routine""]","[""Is nutritious / healthy""]","[""It's my habit / routine""]","[""Is nutritious / healthy""]",UK,1.906018087543912,['Is nutritious / healthy'],"[""Excited""]",At my home,"[""Spending time with partner / on a date"", ""Browsing social media / internet"", ""Talking / chatting""]",12pm-3pm,"[""Hot beverages""]","[""Green tea""]",Supplements my Nutrition,12,Nutrition Rich
46,46,46,15327978,Health,0.0,Health,2021-01-01 10:27:35.307,"[""I always have a squash in the morning and this is the flavour bottle that I currently have open"", ""I always have a squash in the morning and this is the flavour bottle that I currently have open""]","[""this is the flavour bottle that i"", ""thought i would have a drink of orange squash""]","[""NOISE""]","[""It's my habit / routine"", ""Convenient / easy to prepare""]","[""NOISE""]","[""It's my habit / routine"", ""Quick to prepare / drink""]","[""It's my habit / routine"", ""Quick to prepare / drink""]",UK,0.3053653259611062,"[""It's my habit / routine"", 'Quick to prepare / drink']","[""Excited"", ""Hopeful / optimistic""]",At my home,"[""Waking up""]",9am-12pm,"[""Soft drinks""]","[""Other juice""]",Keeps health balanced,37,Sure & Easy
47,47,47,15328004,Health,1.0,Health,2021-01-01 10:15:24.411,"[""Just needed a pick me up as I clean."", ""Just needed a pick me up as I clean.""]","[""need to drink a glass of clean cold water"", ""needed a pick-me-up""]","[""cleaning - wash it down - cleanse my body"", ""needed a pick-me-up""]","[""To boost energy""]","[""To feel energised / recharged"", ""Cleanses my body""]","[""Gives me a boost / energy""]","[""To feel energised / recharged"", ""Cleanses my body""]",UK,2.405542335584842,"['To feel energised / recharged', 'Cleanses my body']","[""Hopeful / optimistic""]",At my home,"[""Relaxing / resting""]",9am-12pm,"[""Soft drinks""]","[""Flavoured sparkling water""]",Revive,14,Enhance
48,48,48,15328263,Hydrate,4.0,Health,2021-01-01 13:49:15.056,"[""It\u2019s refreshing and hydrating"", ""It\u2019s refreshing and hydrating""]","[""To refresh"", ""it is hydrating""]","[""To refresh"", ""it is hydrating""]","[""To feel refreshed / hydrated""]","[""To rehydrate my body"", ""To feel energised / recharged""]","[""To rehydrate my body""]","[""To rehydrate my body"", ""To feel energised / recharged""]",UK,2.4239439906651112,"['To rehydrate my body', 'To feel energised / recharged']","[""Relaxed / calm""]",At my home,"[""Waking up""]",12pm-3pm,"[""Soft drinks""]","[""Tap water""]",Revive,14,Enhance
49,49,49,15328324,Fuel,3.0,Fuel,2021-01-01 10:28:18.048,"[""To wake myself up""]","[""feel like a wake up""]","[""wake me up""]","[""To boost energy""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]",UK,0.5892935246157189,['Gives me a boost / energy'],"[""Content / upbeat""]",At my home,"[""Relaxing / resting""]",9am-12pm,"[""Hot beverages""]",,Revive,7,Perk Up
50,50,50,15328744,Indulge,1.0,Indulge,2021-01-01 10:36:52.821,"[""I like coffee""]","[""usually take coffee""]","[""NOISE""]","[""I like the taste""]","[""NOISE""]","[""Is tasty""]","[""Is tasty""]",UK,1.2422058224000692,['Is tasty'],"[""Content / upbeat""]",At my home,"[""Checking emails"", ""Spending time with family""]",9am-12pm,"[""Hot beverages""]",,Treat,20,Relish
51,51,51,15328762,Fuel,3.0,Fuel,2021-01-01 10:39:19.475,"[""I have just woken up and I wanted something hot to warm my body up"", ""I have just woken up and I wanted something hot to warm my body up""]","[""feel like a wake up"", ""got a little hot""]","[""wake me up"", ""wanted something to warm me up""]","[""I wanted something hot""]","[""Prevents illness / strengthens immunity"", ""Gives me a boost / energy""]","[""Warms me up""]","[""Prevents illness / strengthens immunity"", ""Gives me a boost / energy""]",UK,0.5182757701129774,"['Prevents illness / strengthens immunity', 'Gives me a boost / energy']","[""Content / upbeat""]",At my home,"[""On my laptop / phone""]",9am-12pm,"[""Hot beverages""]","[""Cappucino""]",Revive,7,Perk Up
52,52,52,15328942,Indulge,3.0,Indulge,2021-01-01 11:36:15.570,"[""It looked good""]","[""looked good""]","[""NOISE""]","[""To try something new / different""]","[""NOISE""]","[""To explore something new""]","[""To explore something new""]",UK,2.4153373533979927,['To explore something new'],"[""Content / upbeat""]",At my home,"[""Nothing""]",9am-12pm,"[""Soft drinks""]","[""Carbonated juice drink""]",Explore,26,Explore
53,53,53,15328951,Indulge,1.0,Indulge,2021-01-01 10:44:43.335,"[""I drink decaff coffee every day for the taste""]","[""love drinking decaf""]","[""NOISE""]","[""I like the taste"", ""It's my habit / routine""]","[""NOISE""]","[""Is tasty"", ""It's my habit / routine""]","[""Is tasty"", ""It's my habit / routine""]",UK,0.1211971995332555,"['Is tasty', ""It's my habit / routine""]","[""Content / upbeat""]",At my home,Other,9am-12pm,"[""Hot beverages""]",,Treat,20,Relish
54,54,54,15329147,Hydrate,4.0,Health,2021-01-01 12:05:10.998,"[""I love to drink lots of water""]","[""love to drink water""]","[""NOISE""]","[""To feel refreshed / hydrated""]","[""NOISE""]","[""To rehydrate my body""]","[""To rehydrate my body""]",UK,0.8761768971945986,['To rehydrate my body'],"[""Content / upbeat""]",At my home,"[""Checking emails""]",12pm-3pm,"[""Soft drinks""]","[""Unflavoured still water""]",Healthy Hydration Levels,11,Hydrate
55,55,55,15329369,Health,0.0,Health,2021-01-01 19:41:51 +0000,"[""I had it left over from Christmas""]","[""left over from previous night""]","[""NOISE""]","[""Convenient / easy to prepare""]","[""NOISE""]","[""Quick to prepare / drink""]","[""Quick to prepare / drink""]",UK,0.1297269658854816,['Quick to prepare / drink'],"[""Content / upbeat""]",At my home,"[""Relaxing / resting""]",6pm-9pm,"[""Liqueur""]",,Keeps health balanced,37,Sure & Easy
56,56,56,15329711,Hydrate,1.0,Hydrate,2021-01-01 13:15:57.405,"[""I was thirsty""]","[""i was really thirsty""]","[""i was really thirsty""]","[""I had a craving""]","[""To quench my thirst""]","[""To indulge""]","[""To quench my thirst""]",UK,2.4239439906651112,['To quench my thirst'],"[""Content / upbeat""]",At my home,"[""Nothing""]",12pm-3pm,Dairy / plant-based beverages,,Refresh,17,Thirst Quench
57,57,57,15329886,Connection,2.0,Connection,2021-01-01 11:17:31.309,"[""Quick easy and tasty"", ""Quick easy and tasty"", ""Quick easy and tasty""]","[""easy to get drunk"", ""he does something to me that goes fast"", ""says that it is very tasty""]","[""easy to make or drink"", ""it is very tasty"", ""quick drink""]","[""I like the taste"", ""Convenient / easy to prepare""]","[""Is tasty"", ""Quick to prepare / drink"", ""To create a social atmosphere""]","[""Is tasty"", ""Quick to prepare / drink""]","[""Is tasty"", ""Quick to prepare / drink"", ""To create a social atmosphere""]",UK,0.2323000900922392,"['Is tasty', 'Quick to prepare / drink', 'To create a social atmosphere']","[""Content / upbeat""]",At my home,"[""Watching movies / TV""]",9am-12pm,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Social Enabler,5,Bonding through Sharing
58,58,58,15329967,Health,3.0,Health,2021-01-01 16:17:24.184,"[""It\u2019s healthy and refreshing. A good way to start the new year"", ""It\u2019s healthy and refreshing. A good way to start the new year"", ""It\u2019s healthy and refreshing. A good way to start the new year""]","[""To refresh"", ""trying to eat healthy"", ""for the new year""]","[""To refresh"", ""trying to eat healthy""]","[""It's a healthy choice"", ""To feel refreshed / hydrated"", ""To party / celebrate""]","[""To feel energised / recharged"", ""Is nutritious / healthy""]","[""Is nutritious / healthy"", ""To rehydrate my body"", ""To celebrate""]","[""To feel energised / recharged"", ""Is nutritious / healthy""]",UK,0.1356291603784053,"['To feel energised / recharged', 'Is nutritious / healthy']","[""Hopeful / optimistic""]",At my home,"[""Relaxing / resting""]",3pm-6pm,"[""Soft drinks""]","[""Fruit juices (unspecified)""]",Revive,9,Easy Fuel
59,59,59,15330218,Indulge,1.0,Indulge,2021-01-01 11:28:38.910,"[""Nice and warm ins cold weather"", ""Nice and warm ins cold weather"", ""Nice and warm ins cold weather""]","[""got a little hot"", ""nice"", ""cold weather""]","[""nice"", ""wanted something to warm me up""]","[""I wanted something cold / refreshing""]","[""Prevents illness / strengthens immunity"", ""Is tasty""]","[""Is refreshing""]","[""Prevents illness / strengthens immunity"", ""Is tasty""]",UK,0.3817118679686415,"['Prevents illness / strengthens immunity', 'Is tasty']","[""Tired / exhausted""]",At my home,"[""Watching movies / TV""]",9am-12pm,"[""Hot beverages""]","[""Hot chocolate""]",Treat,20,Relish
60,60,60,15330321,Fuel,1.0,Fuel,2021-01-01 11:33:57.169,"[""I wanted a cold drink with caffeine in as I need an energy boost"", ""I wanted a cold drink with caffeine in as I need an energy boost"", ""I wanted a cold drink with caffeine in as I need an energy boost""]","[""energy boost"", ""did something with caffeine"", ""wanted a cold drink""]","[""caffeine related"", ""energy boost"", ""wanted a cold drink""]","[""To boost energy"", ""I wanted something cold / refreshing""]","[""Gives me a boost / energy"", ""Is good for cooling down"", ""Has caffeine""]","[""Gives me a boost / energy"", ""Is refreshing""]","[""Gives me a boost / energy"", ""Is good for cooling down"", ""Has caffeine""]",UK,0.121918541337684,"['Gives me a boost / energy', 'Is good for cooling down', 'Has caffeine']","[""Anxious / stressed""]",At my home,"[""Spending time with family"", ""Relaxing / resting"", ""Spending time with pets"", ""Talking / chatting"", ""Watching movies / TV""]",9am-12pm,"[""Soft drinks""]","[""Energy drink""]",Revive,7,Perk Up
61,61,61,15330341,Fuel,3.0,Fuel,2021-01-01 14:47:42.280,"[""I am so tired and sleepy and need something to wake me up so coffee will be awesome."", ""I am so tired and sleepy and need something to wake me up so coffee will be awesome."", ""I am so tired and sleepy and need something to wake me up so coffee will be awesome.""]","[""getting sleepy"", ""coffee will be awesome"", ""take my tiredness away""]","[""take my tiredness away""]","[""To boost energy""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]","[""Gives me a boost / energy""]",UK,0.133529712508363,['Gives me a boost / energy'],"[""Tired / exhausted""]",At my home,"[""Browsing social media / internet""]",12pm-3pm,"[""Hot beverages""]",,Revive,7,Perk Up
62,62,62,15330634,Fuel,0.0,Fuel,2021-01-01 13:06:58.960,"[""It\u2019s cold and sweet and refreshing"", ""It\u2019s cold and sweet and refreshing"", ""It\u2019s cold and sweet and refreshing""]","[""Wanted something cold"", ""To refresh"", ""Wanted sweet""]","[""To refresh"", ""wanted something sweet""]","[""I wanted something cold / refreshing"", ""To feel refreshed / hydrated""]","[""To feel energised / recharged"", ""To indulge""]","[""Is refreshing"", ""To rehydrate my body""]","[""To feel energised / recharged"", ""To indulge""]",UK,0.1211971995332555,"['To feel energised / recharged', 'To indulge']","[""Hopeful / optimistic""]",At my home,"[""Reading""]",12pm-3pm,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",Revive,7,Perk Up
63,63,63,15330655,Indulge,4.0,Indulge,2021-01-01 11:43:09.674,"[""wanted one !""]","[""wanted one""]","[""NOISE""]","[""I had a craving""]","[""NOISE""]","[""To indulge""]","[""To indulge""]",UK,0.874835742890645,['To indulge'],"[""Neutral / fine""]",At my home,"[""Nothing""]",9am-12pm,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Treat,21,Enjoy
64,64,64,15331297,Indulge,5.0,Health,2021-01-01 12:09:55.607,"[""I enjoy a cuppa coffee while watching TV"", ""I enjoy a cuppa coffee while watching TV""]","[""enjoy a cup of coffee"", ""watching youtube""]","[""watching tv""]","[""To relax / relieve stress / anxiety""]","[""To nurture my well-being""]","[""To relax & unwind""]","[""To nurture my well-being""]",UK,0.4883332798672426,['To nurture my well-being'],"[""Content / upbeat""]",At my home,"[""Listening to music""]",12pm-3pm,"[""Hot beverages""]",,Keeps health balanced,30,Functional Health
65,65,65,15331488,Health,1.0,Health,2021-01-01 13:14:44.696,"[""It\u2019s light and refreshing"", ""It\u2019s light and refreshing""]","[""To refresh"", ""want something light""]","[""To refresh"", ""want something light""]","[""To feel refreshed / hydrated""]","[""To feel energised / recharged"", ""Aids digestion""]","[""To rehydrate my body""]","[""To feel energised / recharged"", ""Aids digestion""]",UK,0.3747470216687288,"['To feel energised / recharged', 'Aids digestion']","[""Great / amazing"", ""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",12pm-3pm,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Revive,14,Enhance
66,66,66,15331502,Indulge,0.0,Indulge,2021-01-01 12:19:23.697,"[""It is cold outside so I wanted a warming pick me up drink"", ""It is cold outside so I wanted a warming pick me up drink""]","[""after working outside"", ""nice pick me up drink""]","[""NOISE""]","[""I wanted something hot""]","[""NOISE""]","[""Warms me up""]","[""Warms me up""]",UK,0.1292508325429296,['Warms me up'],"[""Content / upbeat""]",At my home,"[""Watching movies / TV""]",12pm-3pm,"[""Hot beverages""]",,Unwind,25,Comfort
67,67,67,15331772,Indulge,3.0,Indulge,2021-01-01 12:28:23.696,"[""I just really like the flavour this drink is one of my favourites""]","[""didn't know this flavor yet""]","[""flavorful""]","[""I like the taste""]","[""To explore something new""]","[""Is tasty""]","[""To explore something new""]",UK,0.1876835756277051,['To explore something new'],"[""Content / upbeat""]",At my home,"[""Browsing social media / internet""]",12pm-3pm,"[""Soft drinks""]","[""Carbonated juice drink""]",Explore,26,Explore
68,68,68,15332029,Health,4.0,Health,2021-01-01 12:44:25.287,"[""I wanted a hot caffinated drink to wake me up and warm me up."", ""I wanted a hot caffinated drink to wake me up and warm me up.""]","[""got a little hot"", ""want a hot coffee""]","[""wanted something to warm me up""]","[""To boost energy"", ""I wanted something hot""]","[""Prevents illness / strengthens immunity""]","[""Gives me a boost / energy"", ""Warms me up""]","[""Prevents illness / strengthens immunity""]",UK,0.4045303530041546,['Prevents illness / strengthens immunity'],"[""Anxious / stressed""]",At someone else's home,"[""Nothing""]",12pm-3pm,"[""Hot beverages""]","[""White tea""]",Keeps health balanced,30,Functional Health
69,69,69,15332056,Indulge,4.0,Indulge,2021-01-01 17:34:31 +0000,"[""I just fancied some, we're eating later so thought I'd have pudding now"", ""I just fancied some, we're eating later so thought I'd have pudding now"", ""I just fancied some, we're eating later so thought I'd have pudding now""]","[""tastes like pudding"", ""i have it here"", ""eating later""]","[""NOISE""]","[""I had a craving""]","[""NOISE""]","[""To indulge""]","[""To indulge""]",UK,0.1994497901457247,['To indulge'],"[""Relaxed / calm""]",At my home,Other,3pm-6pm,"[""Wine""]","[""Pink Moscato""]",Treat,21,Enjoy
